1,Greg Maddux,1st,555,97.2%,254,70,23,106.9,56.3,81.6,62.1,759,1591,103,272,5,84,11,34,.171,.191,.205,.395,5,355,227,3.16,132,1.143,744,740,0,5008.1,4726,353,999,3371,*1
2,Tom Glavine,1st,525,91.9%,176,52,22,81.4,44.3,62.9,62.1,709,1323,93,246,1,90,1,101,.186,.244,.210,.454,22,305,203,3.54,118,1.314,682,682,0,4413.1,4298,356,1500,2607,*1
3,Frank Thomas,1st,478,83.7%,194,60,19,73.7,45.2,59.5,54.2,2322,8199,1494,2468,521,1704,32,1667,.301,.419,.555,.974,156,,,,,,,,,,,,,,*D*3
4,Craig Biggio,2nd,427,74.8%,169,57,20,65.1,41.6,53.4,56.9,2850,10876,1844,3060,291,1175,414,1160,.281,.363,.433,.796,112,,,,,,,,,,,,,,*4*287/D9
5,Mike Piazza,2nd,355,62.2%,207,62,16,59.4,43.1,51.2,43.1,1912,6911,1048,2127,427,1335,17,759,.308,.377,.545,.922,142,,,,,,,,,,,,,,*2D3
6,Jack Morris,15th,351,61.5%,122,39,18,44.1,32.8,38.4,62.1,568,1,4,0,0,0,0,0,.000,.000,.000,.000,-100,254,186,3.90,105,1.296,549,527,0,3824.0,3567,389,1390,2478,*1/D
7,Jeff Bagwell,4th,310,54.3%,150,59,15,79.6,48.2,63.9,54.2,2150,7797,1517,2314,449,1529,202,1401,.297,.408,.540,.948,149,,,,,,,,,,,,,,*3/D9
8,Tim Raines,7th,263,46.1%,90,47,23,69.1,42.2,55.6,53.3,2502,8872,1571,2605,170,980,808,1330,.294,.385,.425,.810,123,,,,,,,,,,,,,,*78D4/9
9,Roger Clemens,2nd,202,35.4%,332,73,24,140.3,66.3,103.3,62.1,709,179,5,31,0,12,0,13,.173,.236,.207,.443,17,354,184,3.12,143,1.173,709,707,0,4916.2,4185,363,1580,4672,*1
10,Barry Bonds,2nd,198,34.7%,340,76,22,162.4,72.7,117.6,53.3,2986,9847,2227,2935,762,1996,514,2558,.298,.444,.607,1.051,182,,,,,,,,,,,,,,*78D/9
11,Lee Smith,12th,171,29.9%,127,13,18,29.6,21.1,25.4,34.4,1023,64,2,3,1,2,0,3,.047,.090,.094,.183,-50,71,92,3.03,132,1.256,1022,6,478,1289.1,1133,89,486,1251,*1
