14,Don Mattingly,4th,65,12.8%,134,34,14,42.2,35.6,38.9,54.2,1785,7003,1007,2153,222,1099,14,588,.307,.358,.471,.830,127,,,,,,,,,,,,,,*3D97/548
15,Dave Concepcion,11th,57,11.3%,106,29,19,39.8,29.7,34.8,54.7,2488,8723,993,2326,101,950,321,736,.267,.322,.357,.679,88,0,0,0.00,,1.500,1,0,0,1.1,2,0,0,1,*6453/81
16,Dave Parker,8th,53,10.5%,124,42,19,39.9,37.2,38.6,58.1,2466,9358,1272,2712,339,1493,154,683,.290,.339,.471,.810,121,,,,,,,,,,,,,,*9*D78/34
17,Dale Murphy,6th,43,8.5%,116,34,18,46.2,41.0,43.6,57.2,2180,7960,1197,2111,398,1266,161,986,.265,.346,.469,.815,121,,,,,,,,,,,,,,*8*9372
18,X-Keith Hernandez,9th,22,4.3%,86,32,17,60.0,41.0,50.5,54.2,2088,7370,1124,2182,162,1071,98,1070,.296,.384,.436,.821,128,,,,,,,,,,,,,,*3/79
19,X-Joe Carter,1st,19,3.8%,87,32,16,19.3,21.3,20.3,58.1,2189,8422,1170,2184,396,1445,231,527,.259,.306,.464,.771,105,,,,,,,,,,,,,,*7*9*8*3D/45
20,X-Fernando Valenzuela,2nd,19,3.8%,66,25,17,42.1,33.9,38.0,62.1,474,936,56,187,10,84,0,8,.200,.205,.262,.467,30,173,153,3.54,104,1.320,453,424,2,2930.0,2718,226,1151,2074,*1/379
21,X-Dennis Martinez,1st,16,3.2%,67,37,23,49.3,33.5,41.4,62.1,695,520,25,74,0,33,1,15,.142,.169,.165,.334,-7,245,193,3.70,106,1.266,692,562,8,3999.2,3897,372,1165,2149,*1/D
22,X-Dave Stieb,1st,7,1.4%,56,27,16,57.2,44.8,51.0,62.1,454,2,2,0,0,0,0,0,.000,.000,.000,.000,-100,176,137,3.44,122,1.245,443,412,3,2895.1,2572,225,1034,1669,*1/D7
23,X-Jimmy Key,1st,3,0.6%,66,33,15,49.6,36.9,43.2,62.1,471,2,0,0,0,0,0,0,.000,.000,.000,.000,-100,186,117,3.51,122,1.229,470,389,10,2591.2,2518,254,668,1538,*1/D
24,X-Jim Eisenreich,1st,3,0.6%,16,16,15,13.4,14.6,14.0,58.1,1422,3995,492,1160,52,477,105,324,.290,.341,.404,.746,103,,,,,,,,,,,,,,*9*78D3
25,X-Kevin Mitchell,1st,2,0.4%,38,23,13,29.0,26.4,27.7,53.3,1223,4134,630,1173,234,760,30,491,.284,.360,.520,.880,142,,,,,,,,,,,,,,*75D9/638
26,X-Juan Samuel,1st,2,0.4%,26,18,16,16.8,17.5,17.2,56.9,1720,6081,873,1578,161,703,396,440,.259,.315,.420,.735,101,,,,,,,,,,,,,,*48D397/5
27,X-Doug Drabek,1st,2,0.4%,35,21,13,29.8,27.0,28.4,62.1,412,716,42,119,2,46,0,17,.166,.193,.207,.399,12,155,134,3.73,101,1.243,398,387,0,2535.0,2448,246,704,1594,*1
28,X-Randy Myers,1st,1,0.2%,87,11,14,15.7,15.3,15.5,34.4,729,60,5,11,0,7,0,3,.183,.222,.233,.456,27,44,63,3.19,123,1.304,728,12,347,884.2,758,69,396,884,*1
29,X-Cecil Fielder,1st,1,0.2%,75,22,13,17.1,17.3,17.2,54.2,1470,5157,744,1313,319,1008,2,693,.255,.345,.482,.827,119,,,,,,,,,,,,,,*3*D/547
30,X-Terry Pendleton,1st,1,0.2%,38,16,15,28.2,25.2,26.7,55.0,1893,7032,851,1897,140,946,127,486,.270,.316,.391,.707,92,,,,,,,,,,,,,,*5D/9
31,X-Bob Tewksbury,1st,0,0.0%,11,10,13,21.2,21.1,21.2,62.1,304,380,20,50,0,19,0,21,.132,.177,.150,.327,-9,110,102,3.92,104,1.292,302,277,1,1807.0,2043,142,292,812,*1
32,X-Danny Darwin,1st,0,0.0%,26,20,21,40.5,27.7,34.1,62.1,722,305,15,39,2,22,2,6,.128,.146,.197,.343,-6,171,182,3.84,106,1.268,716,371,32,3016.2,2951,321,874,1942,*1
