1,Roberto Alomar,2nd,523,90.0%,194,57,17,66.8,42.8,54.8,56.9,2379,9073,1508,2724,210,1134,474,1032,.300,.371,.443,.814,116,,,,,,,,,,,,,,*4/D6
2,Bert Blyleven,14th,463,79.7%,120,50,22,95.3,50.7,73.0,62.1,699,451,19,59,0,25,0,5,.131,.144,.146,.290,-19,287,250,3.31,118,1.198,692,685,0,4970.0,4632,430,1322,3701,*1
3,Barry Larkin,2nd,361,62.1%,120,47,19,70.2,43.1,56.6,54.7,2180,7937,1329,2340,198,960,379,939,.295,.371,.444,.815,116,,,,,,,,,,,,,,*6/4D
4,Jack Morris,12th,311,53.5%,122,39,18,44.1,32.8,38.4,62.1,568,1,4,0,0,0,0,0,.000,.000,.000,.000,-100,254,186,3.90,105,1.296,549,527,0,3824.0,3567,389,1390,2478,*1/D
5,Lee Smith,9th,263,45.3%,127,13,18,29.6,21.1,25.4,34.4,1023,64,2,3,1,2,0,3,.047,.090,.094,.183,-50,71,92,3.03,132,1.256,1022,6,478,1289.1,1133,89,486,1251,*1
6,Jeff Bagwell,1st,242,41.7%,150,59,15,79.6,48.2,63.9,54.2,2150,7797,1517,2314,449,1529,202,1401,.297,.408,.540,.948,149,,,,,,,,,,,,,,*3/D9
7,Tim Raines,4th,218,37.5%,90,47,23,69.1,42.2,55.6,53.3,2502,8872,1571,2605,170,980,808,1330,.294,.385,.425,.810,123,,,,,,,,,,,,,,*78D4/9
8,Edgar Martinez,2nd,191,32.9%,132,50,18,68.3,43.6,56.0,55.0,2055,7213,1219,2247,309,1261,49,1283,.312,.418,.515,.933,147,,,,,,,,,,,,,,*D*5/3
9,Alan Trammell,10th,141,24.3%,118,40,20,70.4,44.6,57.5,54.7,2293,8288,1231,2365,185,1003,236,850,.285,.352,.415,.767,110,,,,,,,,,,,,,,*6D5/478
10,Larry Walker,1st,118,20.3%,148,58,17,72.6,44.6,58.6,58.1,1988,6907,1355,2160,383,1311,230,913,.313,.400,.565,.965,141,,,,,,,,,,,,,,*9387/D45
11,Mark McGwire,5th,115,19.8%,170,42,16,62.0,41.8,51.9,54.2,1874,6187,1167,1626,583,1414,12,1317,.263,.394,.588,.982,163,,,,,,,,,,,,,,*3D/59
