1,Rich Gossage,9th,466,85.8%,109,19,22,42.0,32.0,37.0,34.4,1003,85,1,9,0,2,0,4,.106,.146,.118,.264,-25,124,107,3.01,126,1.232,1002,37,310,1809.1,1497,119,732,1502,*1/D
2,Jim Rice,14th,392,72.2%,146,43,16,47.4,36.2,41.8,53.3,2089,8225,1249,2452,382,1451,58,670,.298,.352,.502,.854,128,,,,,,,,,,,,,,*7*D9/8
3,Andre Dawson,7th,358,65.9%,118,44,21,64.5,42.5,53.5,57.2,2627,9927,1373,2774,438,1591,314,589,.279,.323,.482,.806,119,,,,,,,,,,,,,,*9*8D7
4,Bert Blyleven,11th,336,61.9%,120,50,22,95.3,50.7,73.0,62.1,699,451,19,59,0,25,0,5,.131,.144,.146,.290,-19,287,250,3.31,118,1.198,692,685,0,4970.0,4632,430,1322,3701,*1
5,Lee Smith,6th,235,43.3%,127,13,18,29.6,21.1,25.4,34.4,1023,64,2,3,1,2,0,3,.047,.090,.094,.183,-50,71,92,3.03,132,1.256,1022,6,478,1289.1,1133,89,486,1251,*1
6,Jack Morris,9th,233,42.9%,122,39,18,44.1,32.8,38.4,62.1,568,1,4,0,0,0,0,0,.000,.000,.000,.000,-100,254,186,3.90,105,1.296,549,527,0,3824.0,3567,389,1390,2478,*1/D
7,Tommy John,14th,158,29.1%,112,44,26,62.0,34.7,48.4,62.1,761,900,43,141,5,54,0,33,.157,.187,.188,.375,7,288,231,3.34,111,1.283,760,700,3,4710.1,4783,302,1259,2245,*1
8,Tim Raines,1st,132,24.3%,90,47,23,69.1,42.2,55.6,53.3,2502,8872,1571,2605,170,980,808,1330,.294,.385,.425,.810,123,,,,,,,,,,,,,,*78D4/9
9,Mark McGwire,2nd,128,23.6%,170,42,16,62.0,41.8,51.9,54.2,1874,6187,1167,1626,583,1414,12,1317,.263,.394,.588,.982,163,,,,,,,,,,,,,,*3D/59
10,Alan Trammell,7th,99,18.2%,118,40,20,70.4,44.6,57.5,54.7,2293,8288,1231,2365,185,1003,236,850,.285,.352,.415,.767,110,,,,,,,,,,,,,,*6D5/478
11,Dave Concepcion,15th,88,16.2%,106,29,19,39.8,29.7,34.8,54.7,2488,8723,993,2326,101,950,321,736,.267,.322,.357,.679,88,0,0,0.00,,1.500,1,0,0,1.1,2,0,0,1,*6453/81
12,Don Mattingly,8th,86,15.8%,134,34,14,42.2,35.6,38.9,54.2,1785,7003,1007,2153,222,1099,14,588,.307,.358,.471,.830,127,,,,,,,,,,,,,,*3D97/548
13,Dave Parker,12th,82,15.1%,124,42,19,39.9,37.2,38.6,58.1,2466,9358,1272,2712,339,1493,154,683,.290,.339,.471,.810,121,,,,,,,,,,,,,,*9*D78/34
14,Dale Murphy,10th,75,13.8%,116,34,18,46.2,41.0,43.6,57.2,2180,7960,1197,2111,398,1266,161,986,.265,.346,.469,.815,121,,,,,,,,,,,,,,*8*9372
15,Harold Baines,2nd,28,5.2%,66,44,22,38.5,21.3,29.9,58.1,2830,9908,1299,2866,384,1628,34,1062,.289,.356,.465,.820,121,,,,,,,,,,,,,,*D*98/7
16,Travis Fryman,1st,2,0.4%,36,26,13,34.3,28.2,31.2,55.0,1698,6481,895,1776,223,1022,72,602,.274,.336,.443,.779,104,,,,,,,,,,,,,,*5*6/D3
17,Robb Nen,1st,2,0.4%,79,15,10,15.4,15.2,15.3,34.4,643,15,0,1,0,0,0,0,.067,.067,.067,.133,-64,45,42,2.98,139,1.213,643,4,314,715.0,607,51,260,793,*1
18,Rod Beck,1st,2,0.4%,58,13,13,11.6,11.4,11.5,34.4,704,19,0,4,0,1,0,0,.211,.211,.211,.421,16,38,45,3.30,124,1.164,704,0,286,768.0,703,97,191,644,*1
19,Chuck Knoblauch,1st,1,0.2%,68,33,12,44.6,38.5,41.5,56.9,1632,6366,1132,1839,98,615,407,804,.289,.378,.406,.783,106,,,,,,,,,,,,,,*47D/68
20,Shawon Dunston,1st,1,0.2%,14,18,18,11.5,11.0,11.2,54.7,1814,5927,736,1597,150,668,212,203,.269,.296,.416,.712,89,,,,,,,,,,,,,,*6789/43D5
21,Todd Stottlemyre,1st,1,0.2%,15,13,14,23.2,20.9,22.1,62.1,373,242,23,50,1,11,1,28,.207,.289,.256,.545,44,138,121,4.28,100,1.376,372,339,1,2191.2,2200,246,816,1587,*1
22,Chuck Finley,1st,1,0.2%,54,27,17,58.4,39.8,49.1,62.1,524,53,3,3,0,1,0,0,.057,.057,.075,.132,-66,200,173,3.85,115,1.376,524,467,0,3197.1,3069,304,1332,2610,*1
23,David Justice,1st,1,0.2%,42,29,14,40.5,29.4,35.0,58.1,1610,5625,929,1571,305,1017,53,903,.279,.378,.500,.878,129,,,,,,,,,,,,,,*9*D*73/8
24,Brady Anderson,1st,0,0.0%,38,26,15,34.8,30.0,32.4,57.2,1834,6499,1062,1661,210,761,315,960,.256,.362,.425,.787,109,,,,,,,,,,,,,,*8*79D
25,Jose Rijo,2nd,0,0.0%,28,20,14,36.7,37.4,37.1,62.1,377,445,25,85,2,29,2,8,.191,.205,.234,.439,20,116,91,3.24,121,1.262,376,269,3,1880.0,1710,147,663,1606,*1
