12,Dave Parker,4th,104,20.8%,124,42,19,39.9,37.2,38.6,58.1,2466,9358,1272,2712,339,1493,154,683,.290,.339,.471,.810,121,,,,,,,,,,,,,,*9*D78/34
13,Bert Blyleven HOF,3rd,87,17.4%,120,50,22,95.3,50.7,73.0,62.1,699,451,19,59,0,25,0,5,.131,.144,.146,.290,-19,287,250,3.31,118,1.198,692,685,0,4970.0,4632,430,1322,3701,*1
14,Luis Tiant,13th,86,17.2%,97,41,19,66.7,44.6,55.6,62.1,573,513,36,84,5,44,1,13,.164,.185,.224,.409,17,229,172,3.30,114,1.199,573,484,15,3486.1,3075,346,1104,2416,*1
15,Dave Concepcion,7th,67,13.4%,106,29,19,39.8,29.7,34.8,54.7,2488,8723,993,2326,101,950,321,736,.267,.322,.357,.679,88,0,0,0.00,,1.500,1,0,0,1.1,2,0,0,1,*6453/81
16,Keith Hernandez,5th,52,10.4%,86,32,17,60.0,41.0,50.5,54.2,2088,7370,1124,2182,162,1071,98,1070,.296,.384,.436,.821,128,,,,,,,,,,,,,,*3/79
17,Ron Guidry,7th,44,8.8%,106,38,14,48.1,38.1,43.1,62.1,379,0,4,0,0,0,0,0,,,,,,170,91,3.29,119,1.184,368,323,4,2392.0,2198,226,633,1778,*1/8
18,X-Jeff Reardon,1st,24,4.8%,102,13,16,19.3,14.1,16.7,34.4,880,57,0,5,0,2,0,1,.088,.103,.105,.209,-41,73,77,3.16,122,1.199,880,0,367,1132.1,1000,109,358,877,*1
19,X-Bob Boone,5th,21,4.2%,102,25,19,27.3,20.3,23.8,43.1,2264,7245,679,1838,105,826,38,663,.254,.315,.346,.661,82,,,,,,,,,,,,,,*2/35D7
20,X-Willie Wilson,1st,10,2.0%,61,23,19,46.0,33.8,39.9,57.2,2154,7731,1169,2207,41,585,668,425,.285,.326,.376,.702,94,,,,,,,,,,,,,,*8*79/D
21,X-Rick Sutcliffe,1st,9,1.8%,49,19,18,34.3,31.3,32.8,62.1,466,562,42,102,4,55,4,34,.181,.229,.246,.474,30,171,139,4.08,97,1.387,457,392,6,2697.2,2662,236,1081,1679,*1
22,X-Kent Hrbek,1st,5,1.0%,18,26,14,38.4,27.4,32.9,54.2,1747,6192,903,1749,293,1086,37,838,.282,.367,.481,.848,128,,,,,,,,,,,,,,*3D/5
23,X-Charlie Hough,1st,4,0.8%,56,27,25,39.5,28.8,34.2,62.1,858,226,7,33,1,13,0,5,.146,.168,.177,.345,-6,216,216,3.75,106,1.302,858,440,61,3801.1,3283,383,1665,2362,*1
24,X-Dave Henderson,1st,2,0.4%,20,12,14,27.6,26.9,27.2,57.2,1538,5130,710,1324,197,708,50,465,.258,.320,.436,.756,108,,,,,,,,,,,,,,*89D7/4
25,X-Steve Sax,1st,2,0.4%,58,24,14,25.3,21.7,23.5,56.9,1769,6940,913,1949,54,550,444,556,.281,.335,.358,.692,95,,,,,,,,,,,,,,*4/7D59
26,X-Lonnie Smith,1st,1,0.2%,28,20,17,38.4,29.7,34.1,53.3,1613,5170,909,1488,98,533,370,623,.288,.371,.420,.791,118,,,,,,,,,,,,,,*78D9
27,X-Bob Welch,1st,1,0.2%,67,37,17,44.2,30.4,37.3,62.1,520,582,26,88,2,30,0,22,.151,.186,.177,.363,2,211,146,3.47,106,1.270,506,462,8,3092.0,2894,267,1034,1969,*1/79
28,X-Bill Gullickson,1st,1,0.2%,18,20,14,23.6,18.0,20.8,62.1,398,576,30,81,3,27,0,20,.141,.169,.184,.353,-2,162,136,3.93,98,1.282,398,390,0,2560.0,2659,282,622,1279,*1
29,X-Bruce Hurst,1st,1,0.2%,30,19,15,34.8,30.5,32.7,62.1,380,274,11,31,0,8,0,20,.113,.173,.131,.305,-13,145,113,3.92,104,1.325,379,359,0,2417.1,2463,258,740,1689,*1
30,X-Hubie Brooks,1st,0,0.0%,10,12,15,12.8,17.1,14.9,54.7,1645,5974,656,1608,149,824,64,387,.269,.315,.403,.717,100,,,,,,,,,,,,,,*9*5*6D/347
