1,Bruce Sutter,13th,400,76.9%,79,17,12,24.6,24.6,24.6,34.4,661,102,6,9,0,6,1,7,.088,.153,.088,.241,-33,68,71,2.83,136,1.140,661,0,300,1042.0,879,77,309,861,*1
2,Jim Rice,12th,337,64.8%,146,43,16,47.4,36.2,41.8,53.3,2089,8225,1249,2452,382,1451,58,670,.298,.352,.502,.854,128,,,,,,,,,,,,,,*7*D9/8
3,Rich Gossage,7th,336,64.6%,109,19,22,42.0,32.0,37.0,34.4,1003,85,1,9,0,2,0,4,.106,.146,.118,.264,-25,124,107,3.01,126,1.232,1002,37,310,1809.1,1497,119,732,1502,*1/D
4,Andre Dawson,5th,317,61.0%,118,44,21,64.5,42.5,53.5,57.2,2627,9927,1373,2774,438,1591,314,589,.279,.323,.482,.806,119,,,,,,,,,,,,,,*9*8D7
5,Bert Blyleven,9th,277,53.3%,120,50,22,95.3,50.7,73.0,62.1,699,451,19,59,0,25,0,5,.131,.144,.146,.290,-19,287,250,3.31,118,1.198,692,685,0,4970.0,4632,430,1322,3701,*1
6,Lee Smith,4th,234,45.0%,127,13,18,29.6,21.1,25.4,34.4,1023,64,2,3,1,2,0,3,.047,.090,.094,.183,-50,71,92,3.03,132,1.256,1022,6,478,1289.1,1133,89,486,1251,*1
7,Jack Morris,7th,214,41.2%,122,39,18,44.1,32.8,38.4,62.1,568,1,4,0,0,0,0,0,.000,.000,.000,.000,-100,254,186,3.90,105,1.296,549,527,0,3824.0,3567,389,1390,2478,*1/D
8,Tommy John,12th,154,29.6%,112,44,26,62.0,34.7,48.4,62.1,761,900,43,141,5,54,0,33,.157,.187,.188,.375,7,288,231,3.34,111,1.283,760,700,3,4710.1,4783,302,1259,2245,*1
9,Steve Garvey,14th,135,26.0%,130,32,19,37.7,28.6,33.1,54.2,2332,8835,1143,2599,272,1308,83,479,.294,.329,.446,.775,117,,,,,,,,,,,,,,*35/749
10,Alan Trammell,5th,92,17.7%,118,40,20,70.4,44.6,57.5,54.7,2293,8288,1231,2365,185,1003,236,850,.285,.352,.415,.767,110,,,,,,,,,,,,,,*6D5/478
11,Dave Parker,10th,76,14.6%,124,42,19,39.9,37.2,38.6,58.1,2466,9358,1272,2712,339,1493,154,683,.290,.339,.471,.810,121,,,,,,,,,,,,,,*9*D78/34
12,Dave Concepcion,13th,65,12.5%,106,29,19,39.8,29.7,34.8,54.7,2488,8723,993,2326,101,950,321,736,.267,.322,.357,.679,88,0,0,0.00,,1.500,1,0,0,1.1,2,0,0,1,*6453/81
13,Don Mattingly,6th,64,12.3%,134,34,14,42.2,35.6,38.9,54.2,1785,7003,1007,2153,222,1099,14,588,.307,.358,.471,.830,127,,,,,,,,,,,,,,*3D97/548
14,Orel Hershiser,1st,58,11.2%,90,34,18,56.8,40.4,48.6,62.1,521,810,65,163,0,50,8,27,.201,.230,.242,.472,31,204,150,3.48,112,1.261,510,466,5,3130.1,2939,235,1007,2014,*1
15,Dale Murphy,8th,56,10.8%,116,34,18,46.2,41.0,43.6,57.2,2180,7960,1197,2111,398,1266,161,986,.265,.346,.469,.815,121,,,,,,,,,,,,,,*8*9372
16,Albert Belle,1st,40,7.7%,135,36,12,39.9,35.9,37.9,53.3,1539,5853,974,1726,381,1239,88,683,.295,.369,.564,.933,144,,,,,,,,,,,,,,*79D
17,Will Clark,1st,23,4.4%,84,42,15,56.2,35.9,46.0,54.2,1976,7173,1186,2176,284,1205,67,937,.303,.384,.497,.880,137,,,,,,,,,,,,,,*3D
18,Dwight Gooden,1st,17,3.3%,88,40,16,53.2,39.1,46.1,62.1,434,741,60,145,8,67,1,14,.196,.212,.262,.474,32,194,112,3.51,111,1.256,430,410,3,2800.2,2564,210,954,2293,*1
19,Willie McGee,2nd,12,2.3%,84,23,18,34.0,28.5,31.3,57.2,2201,7649,1010,2254,79,856,352,448,.295,.333,.396,.729,100,,,,,,,,,,,,,,*8*97/3D6
20,Ozzie Guillen,1st,5,1.0%,31,17,16,20.9,19.2,20.0,54.7,1993,6686,773,1764,28,619,169,239,.264,.287,.338,.626,69,,,,,,,,,,,,,,*6/534D7
21,Hal Morris,1st,5,1.0%,23,18,13,13.3,13.4,13.4,54.2,1246,3998,535,1216,76,513,45,356,.304,.361,.433,.794,111,,,,,,,,,,,,,,*37D/9
22,John Wetteland,1st,4,0.8%,80,18,12,19.6,17.2,18.4,34.4,618,42,4,7,1,8,0,0,.167,.167,.286,.452,24,48,45,2.93,148,1.135,618,17,330,765.0,616,73,252,804,*1
23,Gary Gaetti,1st,4,0.8%,52,30,20,42.0,25.2,33.6,55.0,2507,8951,1130,2280,360,1341,96,634,.255,.308,.434,.741,97,0,0,7.71,82,2.571,3,0,0,2.1,5,1,1,1,*53D/67149
24,Rick Aguilera,1st,3,0.6%,84,12,16,22.4,15.9,19.1,34.4,737,139,12,28,3,11,0,6,.201,.234,.288,.522,45,86,81,3.57,118,1.227,732,89,318,1291.1,1233,138,351,1030,*1
25,Doug Jones,1st,2,0.4%,71,11,16,21.8,19.2,20.5,34.4,846,7,0,1,0,0,0,1,.143,.250,.143,.393,12,69,79,3.30,129,1.243,846,4,303,1128.1,1155,86,247,909,*1
26,Gregg Jefferies,1st,2,0.4%,19,17,14,19.4,16.1,17.7,54.2,1465,5520,761,1593,126,663,196,472,.289,.344,.421,.765,107,,,,,,,,,,,,,,*3*7*45D
27,Walt Weiss,1st,1,0.2%,29,20,14,16.5,16.0,16.3,54.7,1495,4686,623,1207,25,386,96,658,.258,.351,.326,.677,78,,,,,,,,,,,,,,*6/D
28,Gary Disarcina,1st,0,0.0%,4,15,12,11.2,11.6,11.4,54.7,1086,3744,444,966,28,355,47,154,.258,.292,.341,.633,66,,,,,,,,,,,,,,*6/45
29,Alex Fernandez,1st,0,0.0%,12,13,10,28.9,27.2,28.0,62.1,266,126,7,22,3,14,0,9,.175,.228,.310,.537,41,107,87,3.74,115,1.275,263,261,0,1760.1,1693,190,552,1252,1
