1,Rickey Henderson,1st,511,94.8%,181,53,25,110.8,57.4,84.1,53.3,3081,10961,2295,3055,297,1115,1406,2190,.279,.401,.419,.820,127,,,,,,,,,,,,,,*7*8D/9
2,Jim Rice,15th,412,76.4%,146,43,16,47.4,36.2,41.8,53.3,2089,8225,1249,2452,382,1451,58,670,.298,.352,.502,.854,128,,,,,,,,,,,,,,*7*D9/8
3,Andre Dawson,8th,361,67.0%,118,44,21,64.5,42.5,53.5,57.2,2627,9927,1373,2774,438,1591,314,589,.279,.323,.482,.806,119,,,,,,,,,,,,,,*9*8D7
4,Bert Blyleven,12th,338,62.7%,120,50,22,95.3,50.7,73.0,62.1,699,451,19,59,0,25,0,5,.131,.144,.146,.290,-19,287,250,3.31,118,1.198,692,685,0,4970.0,4632,430,1322,3701,*1
5,Lee Smith,7th,240,44.5%,127,13,18,29.6,21.1,25.4,34.4,1023,64,2,3,1,2,0,3,.047,.090,.094,.183,-50,71,92,3.03,132,1.256,1022,6,478,1289.1,1133,89,486,1251,*1
6,Jack Morris,10th,237,44.0%,122,39,18,44.1,32.8,38.4,62.1,568,1,4,0,0,0,0,0,.000,.000,.000,.000,-100,254,186,3.90,105,1.296,549,527,0,3824.0,3567,389,1390,2478,*1/D
7,Tommy John,15th,171,31.7%,112,44,26,62.0,34.7,48.4,62.1,761,900,43,141,5,54,0,33,.157,.187,.188,.375,7,288,231,3.34,111,1.283,760,700,3,4710.1,4783,302,1259,2245,*1
8,Tim Raines,2nd,122,22.6%,90,47,23,69.1,42.2,55.6,53.3,2502,8872,1571,2605,170,980,808,1330,.294,.385,.425,.810,123,,,,,,,,,,,,,,*78D4/9
9,Mark McGwire,3rd,118,21.9%,170,42,16,62.0,41.8,51.9,54.2,1874,6187,1167,1626,583,1414,12,1317,.263,.394,.588,.982,163,,,,,,,,,,,,,,*3D/59
10,Alan Trammell,8th,94,17.4%,118,40,20,70.4,44.6,57.5,54.7,2293,8288,1231,2365,185,1003,236,850,.285,.352,.415,.767,110,,,,,,,,,,,,,,*6D5/478
11,Dave Parker,13th,81,15.0%,124,42,19,39.9,37.2,38.6,58.1,2466,9358,1272,2712,339,1493,154,683,.290,.339,.471,.810,121,,,,,,,,,,,,,,*9*D78/34
12,Don Mattingly,9th,64,11.9%,134,34,14,42.2,35.6,38.9,54.2,1785,7003,1007,2153,222,1099,14,588,.307,.358,.471,.830,127,,,,,,,,,,,,,,*3D97/548
13,Dale Murphy,11th,62,11.5%,116,34,18,46.2,41.0,43.6,57.2,2180,7960,1197,2111,398,1266,161,986,.265,.346,.469,.815,121,,,,,,,,,,,,,,*8*9372
14,Harold Baines,3rd,32,5.9%,66,44,22,38.5,21.3,29.9,58.1,2830,9908,1299,2866,384,1628,34,1062,.289,.356,.465,.820,121,,,,,,,,,,,,,,*D*98/7
15,Mark Grace,1st,22,4.1%,60,38,16,46.1,29.5,37.8,54.2,2245,8065,1179,2445,173,1146,70,1075,.303,.383,.442,.825,119,0,0,9.00,67,1.000,1,0,0,1.0,1,1,0,0,*3/D1
16,David Cone,1st,21,3.9%,103,39,17,62.5,43.5,53.0,62.1,451,412,28,64,0,22,0,16,.155,.192,.177,.369,6,194,126,3.46,121,1.256,450,419,1,2898.2,2504,258,1137,2668,*1
17,Matt Williams,1st,7,1.3%,70,29,17,46.4,33.8,40.1,55.0,1866,7000,997,1878,378,1218,53,469,.268,.317,.489,.805,113,,,,,,,,,,,,,,*56/3D
18,Mo Vaughn,1st,6,1.1%,86,30,12,27.0,27.1,27.1,54.2,1512,5532,861,1620,328,1064,30,725,.293,.383,.523,.906,132,,,,,,,,,,,,,,*3D
19,Jay Bell,1st,2,0.4%,30,30,18,36.9,31.5,34.2,54.7,2063,7398,1123,1963,195,860,91,853,.265,.343,.416,.759,101,,,,,,,,,,,,,,*6*45/3D
20,Jesse Orosco,1st,1,0.2%,49,13,24,23.9,17.9,20.9,34.4,1252,59,3,10,0,4,0,8,.169,.261,.169,.430,23,87,80,3.16,126,1.263,1252,4,144,1295.1,1055,113,581,1179,*1/9
21,Greg Vaughn,1st,0,0.0%,51,25,15,30.7,27.4,29.0,53.3,1731,6103,1017,1475,355,1072,121,865,.242,.337,.470,.807,113,,,,,,,,,,,,,,*7*D/89
22,Ron Gant,1st,0,0.0%,44,26,16,33.9,26.4,30.2,53.3,1832,6449,1080,1651,321,1008,243,770,.256,.336,.468,.803,112,,,,,,,,,,,,,,*7845D/9
23,Dan Plesac,1st,0,0.0%,49,8,18,17.6,13.9,15.8,34.4,1064,15,0,1,0,0,0,0,.067,.067,.067,.133,-65,65,71,3.64,117,1.286,1064,14,158,1072.0,977,105,402,1041,*1
