1,Don Sutton,5th,386,81.6%,149,58,23,67.4,34.0,50.7,62.1,785,1354,64,195,0,64,1,60,.144,.183,.157,.340,-2,324,256,3.26,108,1.142,774,756,5,5282.1,4692,472,1343,3574,*1
2,Tony Perez HOF,7th,321,67.9%,81,41,23,53.9,36.4,45.2,54.2,2777,9778,1272,2732,379,1652,49,925,.279,.341,.463,.804,122,,,,,,,,,,,,,,*3*5D/4
3,X-Ron Santo HOF,15th,204,43.1%,88,41,15,70.4,53.8,62.1,55.0,2243,8143,1138,2254,342,1331,35,1108,.277,.362,.464,.826,125,,,,,,,,,,,,,,*5D4/673
4,Jim Rice HOF,4th,203,42.9%,146,43,16,47.4,36.2,41.8,53.3,2089,8225,1249,2452,382,1451,58,670,.298,.352,.502,.854,128,,,,,,,,,,,,,,*7*D9/8
5,Gary Carter HOF,1st,200,42.3%,135,41,19,69.9,48.2,59.1,43.1,2296,7971,1025,2092,324,1225,39,848,.262,.335,.439,.773,115,,,,,,,,,,,,,,*293/75
6,Steve Garvey,6th,195,41.2%,130,32,19,37.7,28.6,33.1,54.2,2332,8835,1143,2599,272,1308,83,479,.294,.329,.446,.775,117,,,,,,,,,,,,,,*35/749
7,Bruce Sutter HOF,5th,147,31.1%,79,17,12,24.6,24.6,24.6,34.4,661,102,6,9,0,6,1,7,.088,.153,.088,.241,-33,68,71,2.83,136,1.140,661,0,300,1042.0,879,77,309,861,*1
8,Tommy John,4th,129,27.3%,112,44,26,62.0,34.7,48.4,62.1,761,900,43,141,5,54,0,33,.157,.187,.188,.375,7,288,231,3.34,111,1.283,760,700,3,4710.1,4783,302,1259,2245,*1
9,Jim Kaat,10th,129,27.3%,130,44,25,51.4,38.4,44.9,62.1,1004,1251,117,232,16,106,5,63,.185,.227,.267,.494,37,283,237,3.45,108,1.259,898,625,17,4530.1,4620,395,1083,2461,*1/D
10,Dave Parker,2nd,116,24.5%,124,42,19,39.9,37.2,38.6,58.1,2466,9358,1272,2712,339,1493,154,683,.290,.339,.471,.810,121,,,,,,,,,,,,,,*9*D78/34
11,Bert Blyleven HOF,1st,83,17.5%,120,50,22,95.3,50.7,73.0,62.1,699,451,19,59,0,25,0,5,.131,.144,.146,.290,-19,287,250,3.31,118,1.198,692,685,0,4970.0,4632,430,1322,3701,*1
12,Dave Concepcion,5th,80,16.9%,106,29,19,39.8,29.7,34.8,54.7,2488,8723,993,2326,101,950,321,736,.267,.322,.357,.679,88,0,0,0.00,,1.500,1,0,0,1.1,2,0,0,1,*6453/81
13,Minnie Minoso,14th,76,16.1%,87,35,17,50.2,39.8,45.0,53.3,1835,6579,1136,1963,186,1023,205,814,.298,.389,.459,.848,130,,,,,,,,,,,,,,*7598/3D6
14,Luis Tiant,11th,62,13.1%,97,41,19,66.7,44.6,55.6,62.1,573,513,36,84,5,44,1,13,.164,.185,.224,.409,17,229,172,3.30,114,1.199,573,484,15,3486.1,3075,346,1104,2416,*1
15,Keith Hernandez,3rd,51,10.8%,86,32,17,60.0,41.0,50.5,54.2,2088,7370,1124,2182,162,1071,98,1070,.296,.384,.436,.821,128,,,,,,,,,,,,,,*3/79
16,Dwight Evans,2nd,49,10.4%,70,44,20,66.9,37.1,52.0,58.1,2606,8996,1470,2446,385,1384,78,1391,.272,.370,.470,.840,127,,,,,,,,,,,,,,*9D378
17,Mickey Lolich,14th,39,8.2%,98,37,16,49.1,38.6,43.8,62.1,592,821,63,90,0,31,1,105,.110,.215,.121,.335,-2,217,191,3.44,104,1.227,586,496,10,3638.1,3366,347,1099,2832,*1
18,Ron Guidry,5th,37,7.8%,106,38,14,48.1,38.1,43.1,62.1,379,0,4,0,0,0,0,0,,,,,,170,91,3.29,119,1.184,368,323,4,2392.0,2198,226,633,1778,*1/8
19,Bob Boone,3rd,26,5.5%,102,25,19,27.3,20.3,23.8,43.1,2264,7245,679,1838,105,826,38,663,.254,.315,.346,.661,82,,,,,,,,,,,,,,*2/35D7
20,X-Jack Clark,1st,7,1.5%,28,35,18,52.8,31.3,42.1,58.1,1994,6847,1118,1826,340,1180,77,1262,.267,.379,.476,.854,137,,,,,,,,,,,,,,*9*3*D/875
21,X-Pedro Guerrero,1st,6,1.3%,54,29,15,34.3,31.8,33.0,53.3,1536,5392,730,1618,215,898,97,609,.300,.370,.480,.850,137,,,,,,,,,,,,,,*3*5978/4
22,X-Willie Randolph,1st,5,1.1%,92,34,18,65.5,36.1,50.8,56.9,2202,8018,1239,2210,54,687,271,1243,.276,.373,.351,.724,104,,,,,,,,,,,,,,*4/D5
23,X-Carney Lansford,1st,3,0.6%,33,25,15,40.2,28.4,34.3,55.0,1862,7158,1007,2074,151,874,224,553,.290,.343,.411,.753,111,,,,,,,,,,,,,,*53D/64
24,X-Mike Flanagan,1st,2,0.4%,48,17,18,26.3,19.1,22.7,62.1,529,0,0,0,0,0,0,0,,,,,,167,143,3.90,100,1.334,526,404,4,2770.0,2806,251,890,1491,*1/D
25,X-Brian Downing,1st,2,0.4%,20,32,20,51.4,29.0,40.2,53.3,2344,7853,1188,2099,275,1073,50,1197,.267,.370,.425,.796,122,,,,,,,,,,,,,,*D*7*29/5
26,X-Rick Dempsey,1st,1,0.2%,56,22,24,25.3,17.3,21.3,43.1,1766,4692,525,1093,96,471,20,592,.233,.319,.347,.666,87,0,0,4.50,106,2.000,2,0,0,2.0,3,0,1,0,*2/D97315
